"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000255819","ENSG00000255819",2.81942081010739,0.000395970526064659,10.6063925713564,3.76190476190476,20.5,10372353,10410146,"UP","ENSG00000255819"
"ENSG00000228668","ENSG00000228668",2.64954657094976,0.000919838060724832,10.5981862837991,4,22,38345030,38345499,"UP","TRGV5P"
"ENSG00000231252","ENSG00000231252",2.77513074634145,0.000469748362245081,10.5719266527293,3.80952380952381,21.5,60659631,60868009,"UP","LOC101926964"
"ENSG00000281181","ENSG00000281181",2.80771579866682,0.00037038321636616,10.5623594330799,3.76190476190476,21.25,8437629,8438551,"UP","ENSG00000281181"
"ENSG00000203811","ENSG00000203811",3.94192995464718,3.34530611500844e-08,10.5118132123925,2.66666666666667,29.5,149839538,149841193,"UP","H3C14"
"ENSG00000268849","ENSG00000268849",2.25536819371891,0.00800118054919521,10.4176530852731,4.61904761904762,18,51211080,51212088,"UP","ENSG00000268849"
"ENSG00000188886","ENSG00000188886",2.47687457468889,0.00261996074397455,10.3792839320296,4.19047619047619,18,96123850,96138436,"UP","ASTL"
"ENSG00000256720","ENSG00000256720",3.66804989645495,4.99650861369141e-07,10.3054735186115,2.80952380952381,26.5,9135084,9135591,"UP","ENSG00000256720"
"ENSG00000237914","ENSG00000237914",3.40042268433516,5.92940311089981e-06,10.2012680530055,3,23.5,1633508,1648472,"UP","SIRPG-AS1"
"ENSG00000284825","ENSG00000284825",3.38739824060111,6.81051855168845e-06,10.1621947218033,3,23.5,167114957,167121527,"UP","ENSG00000284825"
"ENSG00000251513","ENSG00000251513",2.39264519778416,0.00432914700400819,10.1402582191805,4.23809523809524,17.75,97089075,97437217,"UP","ENSG00000251513"
"ENSG00000197272","ENSG00000197272",2.30348215097933,0.00628843724424594,10.0914456138142,4.38095238095238,19.75,28499362,28512051,"UP","IL27"
"ENSG00000234506","ENSG00000234506",2.4013337120323,0.00378298632122575,10.0627317456592,4.19047619047619,15,68543541,68546589,"UP","ENSG00000234506"
"ENSG00000224478","ENSG00000224478",3.6331338036182,9.43288653734735e-07,10.0343695528503,2.76190476190476,28.75,159094093,159116254,"UP","ENSG00000224478"
"ENSG00000240403","ENSG00000240403",2.38809687983541,0.00453784099148314,10.0072631155008,4.19047619047619,15.5,54850443,54867207,"UP","KIR3DL2"
"ENSG00000255002","ENSG00000255002",3.28074588600633,2.10488122873435e-05,9.99846365259071,3.04761904761905,25.25,65197254,65222443,"UP","LINC02324"
"ENSG00000263958","ENSG00000263958",2.94816178088789,0.000159975464090771,9.96759459252572,3.38095238095238,22,72868388,72881399,"UP","NETO1-DT"
"ENSG00000257226","ENSG00000257226",3.25038697032591,2.08001483640151e-05,9.905941242898,3.04761904761905,22,143765940,143776119,"UP","ENSG00000257226"
"ENSG00000270972","ENSG00000270972",2.88333519640883,0.000256663379477849,9.8857206734017,3.42857142857143,20.75,333192,333688,"UP","ENSG00000270972"
"ENSG00000256553","ENSG00000256553",2.28088077899214,0.00664215358445588,9.88381670896593,4.33333333333333,18.25,21642889,21643578,"UP","TRAV1-2"
"ENSG00000136931","ENSG00000136931",10.8032568154567,3.90087766297785e-53,9.77437521398465,0.904761904761905,1403.75,124481236,124507420,"UP","NR5A1"
"ENSG00000253490","ENSG00000253490",2.73635308392072,0.000730040986816388,9.77268958543114,3.57142857142857,20,29748309,29798492,"UP","LINC02099"
"ENSG00000287920","ENSG00000287920",2.70883654250916,0.000673426184099922,9.67441622324701,3.57142857142857,17.75,11291299,11296224,"UP","ENSG00000287920"
"ENSG00000286507","ENSG00000286507",2.3504867171722,0.00560243024578655,9.62580274651472,4.09523809523809,17,26598600,26617295,"UP","ENSG00000286507"
"ENSG00000211749","ENSG00000211749",2.66567735999997,0.000939396066237806,9.52027628571418,3.57142857142857,18.25,142645961,142646467,"UP","TRBV23-1"
"ENSG00000229029","ENSG00000229029",2.42169008991797,0.00365846439541655,9.45612320825112,3.9047619047619,16,14593577,14594200,"UP","CDCA4P1"
"ENSG00000236311","ENSG00000236311",2.48142110390837,0.00307770634109171,9.45303277679377,3.80952380952381,18,101089321,101131126,"UP","TLX1NB"
"ENSG00000258760","ENSG00000258760",2.85668831125232,0.000323442351821375,9.38626159411475,3.28571428571429,19,65236480,65318790,"UP","ENSG00000258760"
"ENSG00000283307","ENSG00000283307",4.85650269826035,1.72989271162584e-12,9.2504813300197,1.9047619047619,42.75,57037534,57038436,"UP","OR5AK4P"
"ENSG00000244720","ENSG00000244720",2.88254981247479,0.000251149060468711,9.19670654456241,3.19047619047619,17,111633672,111635089,"UP","ENSG00000244720"
"ENSG00000187144","ENSG00000187144",2.91090835280157,0.000205744044891836,9.14856910880493,3.14285714285714,22.5,16387117,16437424,"UP","SPATA21"
"ENSG00000228318","ENSG00000228318",2.62880227629479,0.00144063891669382,9.13821743664381,3.47619047619048,16,41441056,41445708,"UP","ENSG00000228318"
"ENSG00000214043","ENSG00000214043",2.48125352699852,0.00316533992228156,9.09792959899456,3.66666666666667,20.25,126438837,126472790,"UP","LINC02347"
"ENSG00000197721","ENSG00000197721",2.99668098599162,0.000131772268454953,8.99004295797488,3,18.75,207645113,207738416,"UP","CR1L"
"ENSG00000259004","ENSG00000259004",2.45431600250002,0.00363832191537599,8.88228648523816,3.61904761904762,17.5,101120840,101123545,"UP","LINC02285"
"ENSG00000224968","ENSG00000224968",2.36007543487157,0.00567520941870452,8.87837901689782,3.76190476190476,19.25,177351562,177437880,"UP","LINC01645"
"ENSG00000286406","ENSG00000286406",2.35726937938844,0.0058942407281744,8.86782290341365,3.76190476190476,16,11827523,11910358,"UP","ENSG00000286406"
"ENSG00000287148","ENSG00000287148",3.26614147734489,1.71259939851623e-05,8.70971060625304,2.66666666666667,24.5,115956571,115958599,"UP","LINCADL"
"ENSG00000179840","ENSG00000179840",2.40516889009847,0.00444458717129778,8.70442074511827,3.61904761904762,16.25,9652610,9654586,"UP","PIK3CD-AS1"
"ENSG00000165682","ENSG00000165682",2.35918219638463,0.00538402806844283,8.65033472007699,3.66666666666667,15.75,9985642,10013424,"UP","CLEC1B"
"ENSG00000279166","ENSG00000279166",2.90993111937802,0.000242599920321833,8.59122520959225,2.95238095238095,17.5,144494265,144496878,"UP","ENSG00000279166"
"ENSG00000180988","ENSG00000180988",2.42118481703024,0.00406405301741663,8.53179411715418,3.52380952380952,21,5820314,5821348,"UP","OR52N2"
"ENSG00000166211","ENSG00000166211",6.87892424205957,7.69550947813847e-25,8.51676334731185,1.23809523809524,110.5,101475336,101486997,"UP","SPIC"
"ENSG00000204941","ENSG00000204941",2.60719276427311,0.00145725707068582,8.44233847478911,3.23809523809524,21.5,43166256,43186536,"UP","PSG5"
"ENSG00000214797","ENSG00000214797",2.73395276418529,0.000891912188501372,8.33204651942182,3.04761904761905,16,59268876,59284033,"UP","ENSG00000214797"
"ENSG00000260303","ENSG00000260303",6.68212385777722,1.32953589156967e-23,8.27310572867656,1.23809523809524,95.5,146052604,146056762,"UP","ENSG00000260303"
"ENSG00000286831","ENSG00000286831",2.97931422275454,0.000167673949188006,8.22858213903635,2.76190476190476,18.75,142725729,142733437,"UP","ENSG00000286831"
"ENSG00000228655","ENSG00000228655",2.97812492548963,0.000181010270951613,8.22529741325708,2.76190476190476,17.75,143295421,143598002,"UP","ENSG00000228655"
"ENSG00000261448","ENSG00000261448",2.69759816768356,0.000991533301744051,8.22125155865465,3.04761904761905,16.5,17134504,17138736,"UP","LOC102723692"
"ENSG00000224220","ENSG00000224220",2.92994492022499,0.000257352464155251,8.09222882728806,2.76190476190476,16.25,25421117,25427643,"UP","ENSG00000224220"
"ENSG00000184385","ENSG00000184385",3.77168641691326,3.35370562646158e-07,8.08218517909984,2.14285714285714,22,42102134,42108534,"UP","UMODL1-AS1"
"ENSG00000229759","ENSG00000229759",2.51528725629676,0.00281181630595203,8.024964103423,3.19047619047619,14.75,48256350,48256938,"UP","ENSG00000229759"
"ENSG00000261208","ENSG00000261208",3.17265821297631,4.28574379448086e-05,8.00718501370211,2.52380952380952,16.75,52286797,52289268,"UP","ENSG00000261208"
"ENSG00000279825","ENSG00000279825",2.98422606798803,0.000179122216979378,7.9579361813014,2.66666666666667,16.25,19030857,19033529,"UP","ENSG00000279825"
"ENSG00000254802","ENSG00000254802",2.6087792388773,0.00156786305175914,7.95056529943557,3.04761904761905,13.5,60965802,60967775,"UP","ENSG00000254802"
"ENSG00000279565","ENSG00000279565",4.10679579927447,1.38280169181316e-08,7.82246818909422,1.9047619047619,25,88172261,88175762,"UP","ENSG00000279565"
"ENSG00000241490","ENSG00000241490",3.66883146357603,7.29287590409047e-07,7.68707544749264,2.0952380952381,20,114214313,114236204,"UP","ENSG00000241490"
"ENSG00000285165","ENSG00000285165",3.29433890094551,2.10488122873435e-05,7.68679076887285,2.33333333333333,18.25,50388489,50400097,"UP","ENSG00000285165"
"ENSG00000105675","ENSG00000105675",3.93697687041156,1.32623398737284e-07,7.68647865175589,1.95238095238095,39.25,35550031,35563658,"UP","ATP4A"
"ENSG00000211697","ENSG00000211697",2.38693043248463,0.00518707789201366,7.61544471316526,3.19047619047619,15,38349355,38350022,"UP","TRGV5"
"ENSG00000279024","ENSG00000279024",2.90046261259816,0.000313442611551009,7.59644969966184,2.61904761904762,17.25,136230753,136233245,"UP","ENSG00000279024"
"ENSG00000285954","ENSG00000285954",3.8864233909091,1.58456192076501e-07,7.58777900129872,1.95238095238095,23.25,53344031,53365473,"UP","ENSG00000285954"
"ENSG00000260510","ENSG00000260510",2.47670287821576,0.00326394920752715,7.54804686694326,3.04761904761905,17.75,20743663,20766620,"UP","ENSG00000260510"
"ENSG00000257345","ENSG00000257345",3.29694883734246,2.43262472777246e-05,7.53588305678277,2.28571428571429,18,92999218,93019820,"UP","ENSG00000257345"
"ENSG00000124575","ENSG00000124575",2.8485862003138,0.000447114171074014,7.46058290558376,2.61904761904762,15.5,26234212,26234987,"UP","H1-3"
"ENSG00000285303","ENSG00000285303",2.64450962985486,0.00123436405365866,7.42981276959224,2.80952380952381,19.5,20720994,20722281,"UP","ENSG00000285303"
"ENSG00000240535","ENSG00000240535",2.59119810938454,0.00202472595447906,7.40342316967012,2.85714285714286,13,55021299,55042844,"UP","ENSG00000240535"
"ENSG00000253535","ENSG00000253535",2.38288123146847,0.00640670496195036,7.37558476406906,3.0952380952381,13,24295814,24912073,"UP","ENSG00000253535"
"ENSG00000230709","ENSG00000230709",3.8177606976696,3.35370562646158e-07,7.27192513841828,1.9047619047619,22.25,16975999,16981353,"UP","LOC284191"
"ENSG00000229961","ENSG00000229961",2.39892225150722,0.00594258160298823,7.19676675452165,3,13.25,157171116,157191963,"UP","ENSG00000229961"
"ENSG00000226985","ENSG00000226985",3.65285255009601,1.2787938005229e-06,7.13175974066363,1.95238095238095,19.75,13333952,13403035,"UP","LINC01203"
"ENSG00000198883","ENSG00000198883",2.45150314592799,0.0043079341500475,7.12103294769559,2.9047619047619,13,152988824,152994116,"UP","PNMA5"
"ENSG00000279884","ENSG00000279884",2.98754470545255,0.000181010270951613,7.11320167964892,2.38095238095238,15.25,174545385,174546335,"UP","ENSG00000279884"
"ENSG00000255221","ENSG00000255221",2.36196610619915,0.00649483861585159,7.08589831859744,3,12.5,105092469,105101431,"UP","ENSG00000255221"
"ENSG00000224565","ENSG00000224565",3.29554437203914,2.52995036247854e-05,7.06188079722672,2.14285714285714,17.5,47391925,47412327,"UP","ENSG00000224565"
"ENSG00000233261","ENSG00000233261",2.84670610604533,0.000521744690300563,7.04898654830273,2.47619047619048,15,26589865,26594330,"UP","ENSG00000233261"
"ENSG00000249484","ENSG00000249484",2.78725402688251,0.000750297605239598,7.03449825832253,2.52380952380952,13,152618965,153223543,"UP","LINC01470"
"ENSG00000259374","ENSG00000259374",3.48215286799852,6.00536145020186e-06,6.96430573599705,2,18.5,103139675,103141959,"UP","ENSG00000259374"
"ENSG00000269345","ENSG00000269345",2.29057640198243,0.00934859479190321,6.76265413918622,2.95238095238095,14.75,22174766,22175191,"UP","VN1R85P"
"ENSG00000187268","ENSG00000187268",6.44054038000396,3.88225153666265e-21,6.74723277905176,1.04761904761905,75.75,13035617,13044682,"UP","FAM9C"
"ENSG00000239437","ENSG00000239437",2.48639727808064,0.00364452577094683,6.51199287116359,2.61904761904762,11,129591349,129591635,"UP","RN7SL752P"
"ENSG00000104970","ENSG00000104970",3.55964785747026,5.91033381762849e-06,6.44126755161285,1.80952380952381,16.5,54532692,54545771,"UP","ENSG00000104970"
"ENSG00000228382","ENSG00000228382",3.00398838552648,0.000214336097201502,6.43711796898531,2.14285714285714,15,226656640,226675067,"UP","ITPKB-IT1"
"ENSG00000244620","ENSG00000244620",4.2095330506608,1.22031915021162e-08,6.41452655338788,1.52380952380952,23.75,105890084,105896577,"UP","ENSG00000244620"
"ENSG00000271046","ENSG00000271046",4.08180780382849,4.10828769094708e-08,6.41426940601619,1.57142857142857,21,11679675,11680514,"UP","ENSG00000271046"
"ENSG00000102290","ENSG00000102290",3.19182102519199,5.79112492555563e-05,6.38364205038398,2,13.5,91779261,92623230,"UP","PCDH11X"
"ENSG00000186009","ENSG00000186009",3.19164396680932,3.06026283573045e-05,6.38328793361864,2,21.25,113648804,113658198,"UP","ATP4B"
"ENSG00000273824","ENSG00000273824",4.77214521941405,1.17215181486361e-11,6.36286029255207,1.33333333333333,27,68426331,68427737,"UP","ENSG00000273824"
"ENSG00000261606","ENSG00000261606",8.82569952574446,3.27387771128635e-37,6.30407108981747,0.714285714285714,286.5,74816223,74831795,"UP","ENSG00000261606"
"ENSG00000126337","ENSG00000126337",2.40030385286105,0.00595450786223878,6.28651009082656,2.61904761904762,12.75,41486136,41492546,"UP","KRT36"
"ENSG00000154611","ENSG00000154611",2.78332682690461,0.000762526484817509,6.22935051735794,2.23809523809524,12,26133852,26193355,"UP","PSMA8"
"ENSG00000166926","ENSG00000166926",2.32696083904303,0.00832207437113086,6.20522890411475,2.66666666666667,11.5,60334831,60396596,"UP","MS4A6E"
"ENSG00000180422","ENSG00000180422",2.39984781220538,0.00631853879829429,6.17103723138527,2.57142857142857,11,89159146,89164245,"UP","LINC00304"
"ENSG00000284914","ENSG00000284914",4.16634488398351,1.64483144511522e-08,6.15031863826137,1.47619047619048,21.25,167126223,167131572,"UP","ENSG00000284914"
"ENSG00000144771","ENSG00000144771",4.29219643219326,5.07432131609943e-09,6.13170918884752,1.42857142857143,23.25,54918231,54967088,"UP","LRTM1"
"ENSG00000274508","ENSG00000274508",3.46482068528708,1.02413824592471e-05,6.10468406455343,1.76190476190476,20.75,55425574,55426130,"UP","ENSG00000274508"
"ENSG00000158482","ENSG00000158482",2.34388314962469,0.00943230660111512,6.02712809903492,2.57142857142857,10.75,21376648,21386064,"UP","ENSG00000158482"
"ENSG00000267712","ENSG00000267712",4.07045622609418,5.84915632986159e-08,6.00876871471045,1.47619047619048,21,56083356,56137536,"UP","LINC01539"
"ENSG00000274150","ENSG00000274150",3.07317034218206,0.000181010270951613,5.99999923949831,1.95238095238095,13.25,56890613,56927885,"UP","ENSG00000274150"
"ENSG00000255569","ENSG00000255569",2.82967962173381,0.000748003487997916,5.9288525407756,2.0952380952381,11.5,21621838,21622567,"UP","TRAV1-1"
"ENSG00000138684","ENSG00000138684",2.81615681000693,0.000732415224255909,5.90051903049072,2.0952380952381,12,122610108,122621066,"UP","IL21"
"ENSG00000266573","ENSG00000266573",3.43517968585055,1.97937237614996e-05,5.88887946145808,1.71428571428571,16.25,24725762,24986980,"UP","ENSG00000266573"
"ENSG00000279933","ENSG00000279933",3.06982638998139,0.000128290982288466,5.84728836186932,1.9047619047619,13.5,44183031,44187739,"UP","ENSG00000279933"
"ENSG00000213075","ENSG00000213075",2.80836068088217,0.00092681290835796,5.75045282275873,2.04761904761905,12.25,161683695,161685252,"UP","ENSG00000213075"
"ENSG00000256943","ENSG00000256943",2.73467965301167,0.00121804112592466,5.72980498726255,2.0952380952381,10.25,132275391,132278329,"UP","ENSG00000256943"
"ENSG00000230489","ENSG00000230489",3.0352488842898,0.000217939160411583,5.63689078510963,1.85714285714286,12.25,107964443,107994607,"UP","VAV3-AS1"
"ENSG00000111783","ENSG00000111783",2.41176946396627,0.00464754453878512,5.62746208258798,2.33333333333333,12.25,106583004,106762803,"UP","RFX4"
"ENSG00000173626","ENSG00000173626",3.28153471731898,3.52666871880191e-05,5.62548808683253,1.71428571428571,13.25,116494989,116545684,"UP","TRAPPC3L"
"ENSG00000263366","ENSG00000263366",3.74298262734549,1.1506377815436e-06,5.52535530703382,1.47619047619048,15.75,22114844,22118005,"UP","ENSG00000263366"
"ENSG00000186049","ENSG00000186049",4.40092173333224,3.0636312339534e-09,5.44876024126849,1.23809523809524,22,52607570,52618559,"UP","KRT73"
"ENSG00000249396","ENSG00000249396",2.52434420625482,0.00372285065413463,5.40930901340319,2.14285714285714,12.75,10493291,10502728,"UP","LINC02212"
"ENSG00000287812","ENSG00000287812",2.84549023528135,0.00092681290835796,5.28448186552251,1.85714285714286,12,22698384,22703776,"UP","ENSG00000287812"
"ENSG00000231749","ENSG00000231749",4.09775380497448,4.45189543867598e-08,5.26854060639576,1.28571428571429,16.75,68944531,69042784,"UP","ABCA9-AS1"
"ENSG00000181017","ENSG00000181017",3.78198829913803,1.1506377815436e-06,5.22274574642871,1.38095238095238,15.75,5761153,5767465,"UP","OR56B2P"
"ENSG00000183542","ENSG00000183542",2.65197027603683,0.00203508996096903,5.17765625321476,1.95238095238095,10.5,10407382,10409757,"UP","KLRC4"
"ENSG00000233024","ENSG00000233024",4.69182832064513,1.00675490780248e-10,5.13866911308753,1.0952380952381,23,18358086,18379331,"UP","NPIPA9"
"ENSG00000223609","ENSG00000223609",3.13548858641612,0.000122562395768703,5.076505330388,1.61904761904762,13,5232678,5243657,"UP","HBD"
"ENSG00000167633","ENSG00000167633",3.29648884230393,4.23893579612744e-05,5.02322109303455,1.52380952380952,12,54816468,54830778,"UP","KIR3DL1"
"ENSG00000234426","ENSG00000234426",3.63020396468369,3.54187147684743e-06,5.01313880837272,1.38095238095238,13.5,88177804,88442928,"UP","ENSG00000234426"
